tasker_id;id;order_id;created_at
21254918;641920;224704;2021-12-09 04:26:02
101240680;641905;224461;2021-12-09 04:24:07
54887329;641904;224268;2021-12-09 04:24:04
101240680;641898;224664;2021-12-09 04:23:20
11679746;641895;222682;2021-12-09 04:23:03
6935751;641881;224690;2021-12-09 04:21:29
11679746;641880;224690;2021-12-09 04:21:13
3391538;641879;224569;2021-12-09 04:21:07
8744032;641877;224694;2021-12-09 04:20:50
11991405;641876;224690;2021-12-09 04:20:44
17973269;641875;224690;2021-12-09 04:20:38
10565528;641874;224690;2021-12-09 04:20:32
4206762;641873;224695;2021-12-09 04:20:31
5956771;641872;224694;2021-12-09 04:20:30
873239;641870;224479;2021-12-09 04:20:25
3308360;641868;224694;2021-12-09 04:20:11
5956771;641867;224636;2021-12-09 04:20:09
4176483;641865;224694;2021-12-09 04:20:01
3391538;641862;224694;2021-12-09 04:19:47
29815243;641860;224690;2021-12-09 04:19:37
4285308;641854;224690;2021-12-09 04:18:49
93590201;641853;224690;2021-12-09 04:18:42
6467298;641852;224690;2021-12-09 04:18:40
4176483;641850;224690;2021-12-09 04:18:26
20066659;641849;224690;2021-12-09 04:18:25
873239;641846;224685;2021-12-09 04:17:29
3391538;641838;224636;2021-12-09 04:16:40
3391538;641836;224636;2021-12-09 04:16:04
3193529;641833;224682;2021-12-09 04:15:50
55511531;641832;224093;2021-12-09 04:15:49
598963;641831;224682;2021-12-09 04:15:44
8624294;641830;224684;2021-12-09 04:15:42
11580742;641829;224682;2021-12-09 04:15:40
74349844;641828;224684;2021-12-09 04:15:21
3193529;641824;224682;2021-12-09 04:15:03
8335059;641825;224636;2021-12-09 04:15:03
3391538;641823;224682;2021-12-09 04:15:02
4176483;641820;224682;2021-12-09 04:14:56
14040701;641813;222682;2021-12-09 04:14:35
33198226;641797;224664;2021-12-09 04:13:11
21254918;641792;224636;2021-12-09 04:12:53
21254918;641787;224675;2021-12-09 04:12:42
11731685;641783;224676;2021-12-09 04:12:28
21254918;641780;224676;2021-12-09 04:12:25
573697;641772;224676;2021-12-09 04:12:08
573697;641768;224675;2021-12-09 04:11:53
7050958;641765;223141;2021-12-09 04:11:30
3425374;641760;224668;2021-12-09 04:11:15
6467298;641759;224668;2021-12-09 04:11:12
873239;641754;224659;2021-12-09 04:10:59
4641769;641744;224664;2021-12-09 04:10:22
11731685;641743;224668;2021-12-09 04:10:20
21254918;641740;224668;2021-12-09 04:10:15
3391538;641739;224668;2021-12-09 04:10:08
573697;641736;224666;2021-12-09 04:09:29
16364144;641732;224603;2021-12-09 04:08:56
904208;641731;224660;2021-12-09 04:08:37
2923360;641729;224664;2021-12-09 04:08:29
74349844;641726;224664;2021-12-09 04:08:12
573697;641717;224660;2021-12-09 04:07:16
2923360;641704;224586;2021-12-09 04:05:50
1989592;641703;224653;2021-12-09 04:05:48
33198226;641702;224653;2021-12-09 04:05:37
573697;641696;224650;2021-12-09 04:04:16
49820043;641694;224648;2021-12-09 04:03:36
3193529;641688;224642;2021-12-09 04:02:00
49820043;641679;224642;2021-12-09 04:00:30
867419;641671;224639;2021-12-09 03:59:39
7051168;641668;224639;2021-12-09 03:59:32
7051168;641663;224636;2021-12-09 03:58:58
3391538;641656;224634;2021-12-09 03:58:14
10422462;641650;224629;2021-12-09 03:56:44
573697;641647;224629;2021-12-09 03:56:35
7051168;641641;224628;2021-12-09 03:55:23
4176483;641638;224624;2021-12-09 03:54:51
33198226;641637;224627;2021-12-09 03:54:50
1989592;641635;224627;2021-12-09 03:54:46
76232068;641633;224627;2021-12-09 03:54:39
33198226;641632;224627;2021-12-09 03:54:36
573697;641628;224625;2021-12-09 03:53:51
10422462;641627;224625;2021-12-09 03:53:48
573697;641620;224624;2021-12-09 03:53:11
33950449;641615;215598;2021-12-09 03:51:51
4206762;641613;224621;2021-12-09 03:51:18
3675605;641611;224621;2021-12-09 03:51:14
18389463;641597;224093;2021-12-09 03:50:49
1989592;641585;224586;2021-12-09 03:47:19
1989592;641580;224600;2021-12-09 03:45:49
76232068;641565;224600;2021-12-09 03:40:05
22125630;641562;224600;2021-12-09 03:39:07
101825613;641560;224565;2021-12-09 03:38:12
101044574;641559;224569;2021-12-09 03:38:08
4641769;641553;224600;2021-12-09 03:37:04
4807098;641552;219791;2021-12-09 03:36:43
3675605;641551;216053;2021-12-09 03:36:41
33198226;641550;224600;2021-12-09 03:36:40
3675605;641549;224600;2021-12-09 03:36:30
17973269;641548;222791;2021-12-09 03:36:28
1824982;641545;224586;2021-12-09 03:36:06
17973269;641543;224569;2021-12-09 03:35:47
17973269;641537;147399;2021-12-09 03:34:35
4807098;641535;222688;2021-12-09 03:33:58
4807098;641527;224093;2021-12-09 03:31:43
33198226;641523;224590;2021-12-09 03:30:11
6215887;641522;224590;2021-12-09 03:29:52
2482482;641521;224590;2021-12-09 03:29:42
3675605;641520;224586;2021-12-09 03:28:58
4641769;641515;224586;2021-12-09 03:27:50
6215887;641514;224586;2021-12-09 03:27:41
3355302;641502;224565;2021-12-09 03:21:24
92581072;641494;224569;2021-12-09 03:19:27
3193529;641477;224416;2021-12-09 03:12:28
3675605;641471;224461;2021-12-09 03:11:08
8624294;641463;224562;2021-12-09 03:09:18
43430689;641462;224514;2021-12-09 03:08:57
12107102;641460;224514;2021-12-09 03:08:56
4206762;641455;224529;2021-12-09 03:08:24
2712710;641442;224538;2021-12-09 03:07:09
867419;641440;224538;2021-12-09 03:06:44
3391538;641436;224556;2021-12-09 03:05:27
573697;641434;224556;2021-12-09 03:05:14
23810989;641433;224514;2021-12-09 03:05:01
3675605;641430;224553;2021-12-09 03:04:39
8919811;641428;224553;2021-12-09 03:04:34
8334707;641427;224093;2021-12-09 03:04:22
3675605;641426;224553;2021-12-09 03:04:12
5956771;641423;224548;2021-12-09 03:03:21
2712710;641420;224548;2021-12-09 03:02:36
867419;641397;224538;2021-12-09 02:53:58
7051168;641374;224525;2021-12-09 02:46:39
5956771;641355;224527;2021-12-09 02:44:45
867419;641345;224527;2021-12-09 02:42:59
21254918;641344;224527;2021-12-09 02:42:58
11580742;641338;224524;2021-12-09 02:42:23
4176483;641334;224512;2021-12-09 02:41:49
867419;641327;224512;2021-12-09 02:41:12
11642253;641322;224512;2021-12-09 02:40:18
92294750;641313;224514;2021-12-09 02:38:23
6303296;641308;224514;2021-12-09 02:38:15
6502693;641309;224512;2021-12-09 02:38:15
5956771;641306;224512;2021-12-09 02:38:13
6541503;641305;220776;2021-12-09 02:38:09
21254918;641288;224512;2021-12-09 02:35:39
21254918;641287;224510;2021-12-09 02:35:21
7589988;641280;222682;2021-12-09 02:33:28
21387507;641277;224508;2021-12-09 02:32:15
7975594;641269;224499;2021-12-09 02:30:47
16953067;641260;224504;2021-12-09 02:29:59
5956771;641209;224495;2021-12-09 02:26:01
901568;641206;224492;2021-12-09 02:25:36
8781111;641202;224226;2021-12-09 02:24:27
103256546;641167;224461;2021-12-09 02:19:35
5956771;641165;224432;2021-12-09 02:17:30
8643034;641162;220045;2021-12-09 02:16:24
2712710;641154;224456;2021-12-09 02:13:23
5956771;641153;224467;2021-12-09 02:12:58
20066659;641152;224466;2021-12-09 02:12:54
6467298;641151;224466;2021-12-09 02:12:51
91844316;641150;224466;2021-12-09 02:12:49
21254918;641149;224466;2021-12-09 02:12:48
5956771;641143;224456;2021-12-09 02:10:35
1824982;641140;224461;2021-12-09 02:09:26
33198226;641137;224461;2021-12-09 02:08:55
21254918;641131;224458;2021-12-09 02:07:28
867419;641128;224456;2021-12-09 02:06:31
21254918;641124;224456;2021-12-09 02:05:00
81901892;641053;222791;2021-12-09 01:44:15
21254918;641036;224416;2021-12-09 01:39:10
21254918;641034;224417;2021-12-09 01:38:46
6467298;641029;224093;2021-12-09 01:36:00
22648058;641022;222688;2021-12-09 01:33:57
5956771;640995;224336;2021-12-09 01:28:07
5956771;640991;224415;2021-12-09 01:27:17
5956771;640989;224416;2021-12-09 01:26:52
14489455;640939;224230;2021-12-09 01:19:18
14489455;640938;183831;2021-12-09 01:19:03
14489455;640920;224336;2021-12-09 01:17:12
8335059;640874;224393;2021-12-09 00:57:02
5956771;640873;224393;2021-12-09 00:56:59
101044574;640778;222791;2021-12-09 00:19:53
19720790;640729;216447;2021-12-09 00:02:40
31998886;640647;223884;2021-12-08 23:15:19
32104392;640637;219791;2021-12-08 22:51:43
32104392;640636;224093;2021-12-08 22:47:55
16633129;640634;224336;2021-12-08 22:47:35
771365;640622;224326;2021-12-08 21:59:17
8624294;640621;224326;2021-12-08 21:59:11
630278;640620;224326;2021-12-08 21:59:00
18718798;640619;224326;2021-12-08 21:58:59
18718798;640587;224303;2021-12-08 20:26:37
630278;640585;224301;2021-12-08 20:18:22
8624294;640583;224301;2021-12-08 20:18:00
18718798;640582;224301;2021-12-08 20:17:57
3675605;640581;224301;2021-12-08 20:17:48
4462346;640580;216447;2021-12-08 20:16:22
4462346;640579;222682;2021-12-08 20:15:08
3844680;640555;223141;2021-12-08 19:48:29
5624552;640552;221877;2021-12-08 19:41:52
4653028;640544;224261;2021-12-08 19:26:03
4653028;640541;224275;2021-12-08 19:25:18
18718798;640540;224277;2021-12-08 19:22:05
4653028;640537;224275;2021-12-08 19:20:38
3193529;640536;224275;2021-12-08 19:20:00
4853538;640533;224093;2021-12-08 19:18:13
12232080;640530;224261;2021-12-08 19:08:32
4061560;640529;223884;2021-12-08 19:04:30
630278;640528;224269;2021-12-08 19:04:25
101240680;640527;224269;2021-12-08 19:04:23
7640958;640526;224269;2021-12-08 19:04:22
3675605;640525;224269;2021-12-08 19:04:10
100452397;640523;215598;2021-12-08 19:02:30
100452397;640521;216447;2021-12-08 19:00:42
12427338;640514;224261;2021-12-08 18:50:10
13096087;640513;222380;2021-12-08 18:48:15
13096087;640510;224261;2021-12-08 18:47:39
15583115;640508;224261;2021-12-08 18:47:21
3193529;640507;224261;2021-12-08 18:46:05
21254918;640506;224261;2021-12-08 18:45:31
82703565;640500;224257;2021-12-08 18:39:07
59067879;640499;224244;2021-12-08 18:38:03
63546433;640493;222791;2021-12-08 18:31:33
64086874;640481;224244;2021-12-08 18:24:55
15496877;640470;224093;2021-12-08 18:16:35
5359904;640469;224093;2021-12-08 18:15:04
38535640;640462;224093;2021-12-08 18:09:39
748344;640455;224226;2021-12-08 18:04:06
4641769;640454;215207;2021-12-08 18:04:02
940224;640441;224226;2021-12-08 17:51:18
2318176;640429;224226;2021-12-08 17:46:01
29815243;640396;224024;2021-12-08 17:34:06
15583115;640385;223767;2021-12-08 17:23:03
15583115;640384;223872;2021-12-08 17:22:56
15583115;640382;223905;2021-12-08 17:22:10
15583115;640381;223977;2021-12-08 17:21:55
15583115;640380;224015;2021-12-08 17:21:49
15583115;640379;224037;2021-12-08 17:21:43
15583115;640378;224045;2021-12-08 17:21:30
14423877;640375;224133;2021-12-08 17:19:59
4637007;640360;222688;2021-12-08 17:11:33
3628278;640359;224093;2021-12-08 17:10:06
4637007;640355;224093;2021-12-08 17:08:57
12232080;640345;224206;2021-12-08 17:06:00
46411853;640338;224203;2021-12-08 17:05:27
60953327;640336;224203;2021-12-08 17:04:31
84875926;640333;224203;2021-12-08 17:04:09
80848358;640331;224203;2021-12-08 17:04:06
24932232;640323;224203;2021-12-08 17:03:08
42841993;640322;224203;2021-12-08 17:03:01
13314610;640321;224135;2021-12-08 17:02:49
91322706;640319;224203;2021-12-08 17:02:38
46214727;640318;224203;2021-12-08 17:02:34
6389244;640317;224203;2021-12-08 17:02:31
5898134;640315;224203;2021-12-08 17:02:30
4088487;640314;224203;2021-12-08 17:02:28
70771838;640311;224203;2021-12-08 17:02:05
52720285;640306;224195;2021-12-08 16:57:47
12232080;640305;224195;2021-12-08 16:57:22
27534920;640304;222679;2021-12-08 16:56:25
2937137;640303;224194;2021-12-08 16:55:44
7640958;640302;224194;2021-12-08 16:55:06
33198226;640299;224194;2021-12-08 16:54:52
3675605;640300;224194;2021-12-08 16:54:52
74349844;640298;224194;2021-12-08 16:54:45
18718798;640296;224194;2021-12-08 16:54:43
792933;640297;224194;2021-12-08 16:54:43
630278;640295;224194;2021-12-08 16:54:38
3675605;640294;224194;2021-12-08 16:54:34
18537341;640284;224034;2021-12-08 16:43:59
48946954;640283;222682;2021-12-08 16:42:02
70408410;640279;223390;2021-12-08 16:38:19
15583115;640259;223423;2021-12-08 16:32:40
15583115;640258;222835;2021-12-08 16:32:32
15583115;640257;183831;2021-12-08 16:32:25
80848358;640256;224097;2021-12-08 16:32:24
21387507;640251;224186;2021-12-08 16:30:21
7589988;640249;224117;2021-12-08 16:28:52
7589988;640248;224093;2021-12-08 16:28:09
17973269;640243;221877;2021-12-08 16:26:34
2440261;640236;215598;2021-12-08 16:22:35
792933;640234;223905;2021-12-08 16:21:03
1470823;640221;224133;2021-12-08 16:16:32
96116483;640217;224167;2021-12-08 16:14:35
80848358;640214;224081;2021-12-08 16:13:17
70408410;640209;224093;2021-12-08 16:06:59
84875926;640207;224093;2021-12-08 16:03:55
792933;640206;224133;2021-12-08 16:03:28
84875926;640205;224117;2021-12-08 16:02:46
3438493;640199;224148;2021-12-08 16:00:34
18718798;640197;224133;2021-12-08 15:59:52
3675605;640194;224133;2021-12-08 15:58:53
47218709;640182;224135;2021-12-08 15:54:57
101825613;640181;224143;2021-12-08 15:54:49
101240680;640179;224143;2021-12-08 15:54:10
32156229;640173;224093;2021-12-08 15:53:18
6580605;640171;224148;2021-12-08 15:52:44
10422462;640170;224148;2021-12-08 15:52:40
901568;640169;224148;2021-12-08 15:52:35
3391538;640168;224148;2021-12-08 15:52:30
573697;640167;224148;2021-12-08 15:52:16
1318536;640166;222682;2021-12-08 15:51:43
7640958;640163;224143;2021-12-08 15:51:26
14644419;640160;224117;2021-12-08 15:51:03
101848292;640157;224143;2021-12-08 15:50:27
69643115;640156;224143;2021-12-08 15:50:14
76232068;640155;224143;2021-12-08 15:50:07
19398688;640153;224142;2021-12-08 15:50:06
85915958;640154;224142;2021-12-08 15:50:06
33198226;640152;224143;2021-12-08 15:50:02
5863622;640151;224142;2021-12-08 15:49:58
13096087;640150;224142;2021-12-08 15:49:56
51029325;640148;214100;2021-12-08 15:49:52
26011577;640149;222791;2021-12-08 15:49:52
91844316;640147;224142;2021-12-08 15:49:37
1813875;640146;224142;2021-12-08 15:49:32
10565528;640145;224142;2021-12-08 15:49:27
6114909;640144;224142;2021-12-08 15:49:22
901568;640143;224142;2021-12-08 15:49:08
15583115;640141;224133;2021-12-08 15:48:57
51029325;640139;222682;2021-12-08 15:48:36
51029325;640138;223759;2021-12-08 15:48:25
90297544;640136;224117;2021-12-08 15:47:47
33823425;640131;224034;2021-12-08 15:45:45
61919875;640123;223592;2021-12-08 15:41:23
17024506;640118;223355;2021-12-08 15:41:03
61919875;640115;224135;2021-12-08 15:41:02
8919811;640117;224133;2021-12-08 15:41:02
33198226;640110;224133;2021-12-08 15:40:47
7640958;640100;224133;2021-12-08 15:39:25
2304925;640094;224133;2021-12-08 15:38:13
19538259;640093;224133;2021-12-08 15:38:06
67419634;640092;224034;2021-12-08 15:38:05
2895328;640070;219791;2021-12-08 15:35:44
4141949;640035;224121;2021-12-08 15:27:08
2318535;640034;224121;2021-12-08 15:26:27
6372820;640033;224117;2021-12-08 15:26:13
13148831;640032;224117;2021-12-08 15:25:58
13148831;640029;224117;2021-12-08 15:25:12
3391538;640022;224108;2021-12-08 15:24:12
18537341;640021;224112;2021-12-08 15:23:24
80848358;640020;224112;2021-12-08 15:23:16
59601592;640019;224093;2021-12-08 15:23:03
3438493;640017;224113;2021-12-08 15:22:57
3391538;640016;224113;2021-12-08 15:22:26
700533;640015;224113;2021-12-08 15:22:23
573697;640005;224108;2021-12-08 15:19:55
101825613;640002;224000;2021-12-08 15:18:35
42369738;639987;224093;2021-12-08 15:12:22
27831539;639986;222679;2021-12-08 15:12:15
13096087;639982;224037;2021-12-08 15:09:46
54067660;639981;224093;2021-12-08 15:09:28
19538259;639980;224097;2021-12-08 15:09:22
18537341;639979;224037;2021-12-08 15:09:01
69873574;639978;222682;2021-12-08 15:08:41
69873574;639975;222688;2021-12-08 15:08:06
85915958;639974;224096;2021-12-08 15:07:05
21254918;639973;224096;2021-12-08 15:06:48
4200893;639972;224088;2021-12-08 15:06:34
13096087;639970;224087;2021-12-08 15:06:11
13096087;639969;224088;2021-12-08 15:05:54
69873574;639968;224093;2021-12-08 15:05:49
48946954;639963;224093;2021-12-08 15:04:41
927671;639962;224093;2021-12-08 15:04:27
1336591;639957;224093;2021-12-08 15:03:53
19252747;639956;224093;2021-12-08 15:03:34
99323254;639953;222380;2021-12-08 15:03:12
1813875;639951;224087;2021-12-08 15:02:56
6372820;639946;224093;2021-12-08 15:02:39
8860091;639945;224087;2021-12-08 15:02:20
12128272;639944;224088;2021-12-08 15:02:00
2372849;639941;224093;2021-12-08 15:01:33
56301167;639940;224034;2021-12-08 15:01:27
99323254;639938;223355;2021-12-08 15:01:10
1502310;639935;224087;2021-12-08 15:00:53
11991405;639925;224088;2021-12-08 14:59:16
3428903;639923;224087;2021-12-08 14:58:58
4522284;639922;224088;2021-12-08 14:58:55
87820410;639921;224088;2021-12-08 14:58:53
70771838;639917;224088;2021-12-08 14:58:33
8860091;639918;224088;2021-12-08 14:58:33
5863622;639916;224088;2021-12-08 14:58:31
3428903;639915;224088;2021-12-08 14:58:30
3391538;639913;224037;2021-12-08 14:58:22
102693034;639912;224087;2021-12-08 14:58:19
2396697;639911;224088;2021-12-08 14:58:14
3355302;639910;224088;2021-12-08 14:58:11
5863622;639909;224087;2021-12-08 14:58:07
14123376;639908;224087;2021-12-08 14:58:00
2396697;639907;224087;2021-12-08 14:57:58
25618496;639902;224037;2021-12-08 14:57:32
3355302;639901;224087;2021-12-08 14:57:22
36553992;639892;224081;2021-12-08 14:54:36
9155759;639886;224034;2021-12-08 14:51:24
101825613;639872;224073;2021-12-08 14:43:13
18537341;639871;224073;2021-12-08 14:42:09
573697;639869;224073;2021-12-08 14:42:03
6580605;639868;224074;2021-12-08 14:41:59
10422462;639867;224074;2021-12-08 14:41:54
700533;639866;224074;2021-12-08 14:41:52
12427338;639865;224073;2021-12-08 14:41:21
481496;639863;224073;2021-12-08 14:40:51
21254918;639862;224073;2021-12-08 14:40:38
13911066;639860;224068;2021-12-08 14:40:21
3438493;639859;224072;2021-12-08 14:40:00
5251054;639858;224071;2021-12-08 14:39:59
21254918;639856;224072;2021-12-08 14:39:57
10565528;639855;224071;2021-12-08 14:39:52
1429217;639853;224071;2021-12-08 14:39:43
481496;639852;224067;2021-12-08 14:39:42
10408031;639851;224071;2021-12-08 14:39:24
3438493;639849;224067;2021-12-08 14:39:06
3438493;639848;224067;2021-12-08 14:38:48
21387507;639846;224067;2021-12-08 14:38:41
12427338;639845;224067;2021-12-08 14:38:32
3438493;639844;224067;2021-12-08 14:38:22
21254918;639842;224067;2021-12-08 14:37:54
59113777;639840;224045;2021-12-08 14:37:36
21254918;639839;224067;2021-12-08 14:37:25
27305063;639823;224034;2021-12-08 14:32:43
1264230;639811;224056;2021-12-08 14:29:51
752764;639809;224056;2021-12-08 14:29:20
21387507;639804;224045;2021-12-08 14:27:01
21387507;639797;224045;2021-12-08 14:21:59
15496877;639790;224024;2021-12-08 14:20:38
21387507;639787;223767;2021-12-08 14:20:12
11991405;639762;223592;2021-12-08 14:15:35
12427338;639753;224044;2021-12-08 14:12:40
21387507;639752;224045;2021-12-08 14:12:39
56360456;639742;224034;2021-12-08 14:11:17
63546433;639733;223759;2021-12-08 14:09:34
21387507;639728;224015;2021-12-08 14:07:12
101825613;639726;224037;2021-12-08 14:07:08
4651057;639722;224034;2021-12-08 14:05:30
700533;639721;224037;2021-12-08 14:05:20
12427338;639720;224037;2021-12-08 14:05:19
4800688;639719;223592;2021-12-08 14:05:17
21254918;639717;224037;2021-12-08 14:05:00
49737235;639715;224034;2021-12-08 14:04:51
760171;639712;224035;2021-12-08 14:04:12
760171;639711;224035;2021-12-08 14:03:33
12783914;639710;224034;2021-12-08 14:03:16
12427338;639709;224035;2021-12-08 14:03:09
74652917;639707;224034;2021-12-08 14:02:46
3391538;639706;224035;2021-12-08 14:02:45
8860091;639705;224034;2021-12-08 14:02:39
573697;639704;224035;2021-12-08 14:02:25
52720285;639696;224015;2021-12-08 13:57:30
101825613;639695;223932;2021-12-08 13:57:12
21254918;639693;224015;2021-12-08 13:57:02
901568;639684;224015;2021-12-08 13:52:06
71500618;639675;215598;2021-12-08 13:49:58
573697;639672;224015;2021-12-08 13:47:46
4556516;639671;224015;2021-12-08 13:47:32
573697;639670;224012;2021-12-08 13:47:17
760171;639669;224013;2021-12-08 13:47:14
901568;639668;224013;2021-12-08 13:46:37
573697;639667;224013;2021-12-08 13:45:50
28426208;639659;224004;2021-12-08 13:42:19
901568;639651;224004;2021-12-08 13:40:30
21254918;639649;224004;2021-12-08 13:40:13
760171;639648;223992;2021-12-08 13:40:06
10625652;639627;223284;2021-12-08 13:35:49
21387507;639622;223992;2021-12-08 13:34:42
28426208;639615;223977;2021-12-08 13:32:16
3737852;639613;222688;2021-12-08 13:32:02
760171;639610;223992;2021-12-08 13:31:49
2304925;639607;223924;2021-12-08 13:31:17
11098411;639606;223592;2021-12-08 13:30:52
901568;639605;223992;2021-12-08 13:30:20
15583115;639603;223924;2021-12-08 13:27:07
2923360;639601;223987;2021-12-08 13:26:30
76232068;639602;223987;2021-12-08 13:26:30
1824982;639600;223987;2021-12-08 13:26:26
33198226;639599;223987;2021-12-08 13:26:23
3675605;639598;223987;2021-12-08 13:26:22
18718798;639597;223987;2021-12-08 13:26:19
7640958;639596;223987;2021-12-08 13:26:18
100452397;639592;223592;2021-12-08 13:25:23
901568;639583;223983;2021-12-08 13:23:52
573697;639581;223983;2021-12-08 13:23:25
21254918;639573;223977;2021-12-08 13:22:32
101825613;639571;223924;2021-12-08 13:22:05
1835730;639524;223966;2021-12-08 13:16:00
19538259;639518;223905;2021-12-08 13:15:05
21387507;639510;223932;2021-12-08 13:14:28
19538259;639509;223924;2021-12-08 13:14:23
6580605;639469;223956;2021-12-08 13:06:53
700533;639468;223956;2021-12-08 13:06:32
635793;639467;223954;2021-12-08 13:06:04
10422462;639466;223956;2021-12-08 13:05:53
101825613;639465;223872;2021-12-08 13:04:33
67613636;639463;223949;2021-12-08 13:04:14
77038297;639450;223892;2021-12-08 13:01:32
1824982;639429;223924;2021-12-08 12:54:37
3391538;639404;223872;2021-12-08 12:48:34
14183623;639402;223932;2021-12-08 12:48:21
901568;639401;223931;2021-12-08 12:46:34
21254918;639400;223931;2021-12-08 12:46:07
6568823;639399;223924;2021-12-08 12:46:06
18718798;639396;223924;2021-12-08 12:46:02
19538259;639386;223924;2021-12-08 12:44:12
2923360;639384;223926;2021-12-08 12:43:48
2937137;639385;223926;2021-12-08 12:43:48
14423877;639382;223926;2021-12-08 12:43:46
101848292;639383;223926;2021-12-08 12:43:46
12895732;639380;223926;2021-12-08 12:43:42
7640958;639379;223926;2021-12-08 12:43:39
74349844;639378;223926;2021-12-08 12:43:35
33198226;639376;223926;2021-12-08 12:43:33
6260071;639377;223926;2021-12-08 12:43:33
6260071;639373;223924;2021-12-08 12:42:05
12895732;639372;223924;2021-12-08 12:41:52
901568;639370;223872;2021-12-08 12:40:56
7640958;639368;223924;2021-12-08 12:40:31
103256546;639367;223924;2021-12-08 12:40:23
7213148;639366;223924;2021-12-08 12:40:21
2937137;639365;223924;2021-12-08 12:40:19
14423877;639364;223924;2021-12-08 12:40:17
630278;639361;223924;2021-12-08 12:40:12
101848292;639362;223924;2021-12-08 12:40:12
33198226;639359;223924;2021-12-08 12:40:09
8624294;639357;223924;2021-12-08 12:40:02
19538259;639358;223924;2021-12-08 12:40:02
3675605;639356;223924;2021-12-08 12:39:58
74349844;639355;223924;2021-12-08 12:39:57
21387507;639313;223913;2021-12-08 12:25:55
14423877;639309;223905;2021-12-08 12:25:05
33198226;639306;223423;2021-12-08 12:24:12
101240680;639305;223905;2021-12-08 12:24:08
1813875;639303;223909;2021-12-08 12:24:00
70571466;639302;223588;2021-12-08 12:23:46
3808841;639297;223592;2021-12-08 12:23:14
7640958;639294;223905;2021-12-08 12:20:39
32930257;639293;223835;2021-12-08 12:20:33
8624294;639292;223905;2021-12-08 12:20:24
33198226;639291;223905;2021-12-08 12:20:21
74349844;639290;223905;2021-12-08 12:20:20
1824982;639289;223905;2021-12-08 12:20:16
3675605;639287;223905;2021-12-08 12:20:09
1636934;639286;90546;2021-12-08 12:19:46
4325134;639282;223606;2021-12-08 12:18:06
573697;639277;223901;2021-12-08 12:16:55
101848292;639267;216053;2021-12-08 12:14:08
8919811;639266;223898;2021-12-08 12:14:00
3675605;639264;223898;2021-12-08 12:13:56
101848292;639263;223898;2021-12-08 12:13:47
74349844;639261;223898;2021-12-08 12:13:45
33198226;639262;223898;2021-12-08 12:13:45
18718798;639260;223898;2021-12-08 12:13:37
4140143;639257;223759;2021-12-08 12:12:36
